Question,Answer
. this has been my inflight studio experience today. Nothing works except Twitter #toobadforyouandme,"Oh, no! Please speak to a member of the flt crew for immediate assistance. *AAB"
I did this some time ago now but havent heard from you...,2/2
I did this some time ago now but havent heard from you...,"Hi Richard, I apologize for the delayed response time. Please DM your conf # so I can review your trip details.  *TLT... 1/2"
"Actually, I just looked again and they disagree and say it's on you. Any idea what I should do?","Hello, Richard! Please DM your confirmation# and I will try to assist. *TCC"
Hi - and thanks. Think I just figured this out. Would it be youre not running the MEX-MID flight so I need to check in via AeroMexico?,"Yes,  AeroMexico operates that flight so you may check-in with them.  *TJF"
"I'm flying JFK-MEX-MID tomorrow and you say I'm booked in, but it looks like it's just the first leg. Can you check, please?","Hi, Richard. Can you pls DM your confirmation number so I may look into this matter for you? Thanks! *TJF"
#Again #nothing #bs #no #answers,"Hi Caesar, can you DM your confirmation # to the link provided? I will be glad to look into this for you.   *TBT"
Same again! #equipment #change #no #guaranteed #seats #apologies Ill DM you if you can give me a #real #answer and no #standard #bs #answers,I would be glad to look into this for you.  *TBT
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks",Thanks for your patience. *HCK
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks",Thanks!  *HCK
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks",Thank you for being the most important part of Delta.   *HCK
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks","I am including a link of our Commitment to our customers, please let us know if we can be of further assistance.  *HCK"
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks",It can be difficult to assign the same seating because the aircraft configuration may be different.  *HCK
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks",...possible. *HCK 2/2
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks","Unfortunately, we are not able to guarantee seats nor flight schedules.  *HCK"
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks","Hi Caesar, I thank you for your patience. I had an opportunity to read the thread. *HCK"
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks",Please remember that help is just a tweet away. Have a wonderful evening.  *HCK
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks",Thank you for being the most important part of Delta.  *HCK
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks","May I have your ticket number, please? Unfortunately, the confirmation provide is no longer active.  *HCK"
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks","Good evening, Caesar!  *HCK"
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks","I would like to sincerely apologize for the stress, frustration, and the inconvenience that you endured due to an equipment change.  *HCK"
"OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! Ill retwitter your reply! Thanks","In the event of an equipment change, we put forth our best efforts to seat everyone together as they were, but sometimes that is not... 1/2"
